iter	PRAUC	Logloss
93	0.1851204341	0.3147514069
94	0.1851431813	0.31470526
95	0.1851761142	0.3146902027
96	0.1852041558	0.3146670854
97	0.1852259633	0.3146563824
98	0.1853710164	0.3146275972
99	0.1853998089	0.3146231273
100	0.1854465476	0.3146166563
101	0.18550484	0.3145835096
102	0.1855787412	0.3145532154
103	0.185619072	0.3145491894
104	0.1856662878	0.3145305708
105	0.1857211042	0.31452229
106	0.1857322128	0.3145031441
107	0.1857793283	0.3144971126
108	0.1858459508	0.3144902211
109	0.1858859627	0.3144712809
110	0.1859128306	0.314446521
111	0.1859294943	0.3144315826
112	0.1859519862	0.3144050189
113	0.1860008563	0.3143920311
114	0.1860361925	0.3143765397
115	0.1861027428	0.3143665964
116	0.1861855491	0.3143617654
117	0.1862208858	0.3143344524
118	0.1862679883	0.3143291757
119	0.1863092286	0.3143048896
120	0.1863520815	0.3142914741
121	0.1864024947	0.3142865129
122	0.1864505626	0.3142819133
123	0.1865161686	0.3142750888
124	0.1865820344	0.3142681541
125	0.1866279563	0.3142630431
126	0.1866737447	0.3142558487
127	0.1867256874	0.3142493034
128	0.1867593814	0.3142438182
129	0.1868036536	0.3142342734
130	0.186896315	0.3142134589
131	0.1869509069	0.3142095524
132	0.1869717844	0.3142017131
133	0.1870319555	0.3141959261
134	0.1870781817	0.3141900184
135	0.1871181721	0.3141845613
136	0.1871612409	0.3141808513
137	0.1872145726	0.3141686955
138	0.1872426838	0.3141623789
139	0.1873128698	0.3141562385
140	0.1873560959	0.3141399445
141	0.1873911313	0.3141366052
142	0.1874586305	0.314130817
143	0.1875183314	0.3141202506
144	0.1875867246	0.314113485
145	0.187647787	0.3140919368
146	0.1876655052	0.3140779127
147	0.1876871453	0.3140719737
148	0.1877299757	0.3140675938
149	0.1877569524	0.3140553127
150	0.18780445	0.314044982
151	0.1878371584	0.3140379684
152	0.1878627184	0.3140224405
153	0.1879192814	0.3140154586
154	0.1879615471	0.3140078972
155	0.1880217457	0.3140004401
156	0.1880908467	0.313994663
157	0.1881485476	0.3139901332
158	0.188202343	0.3139837597
159	0.1882560575	0.3139775177
160	0.188274807	0.3139710369
161	0.1883197088	0.3139649409
162	0.1883803104	0.3139602607
163	0.1884242929	0.3139522902
164	0.1884426442	0.3139392703
165	0.1884695411	0.3139340866
166	0.188526746	0.313929711
167	0.1885587152	0.3139228441
168	0.1885937288	0.3139180177
169	0.1886397675	0.3139107829
170	0.1886844465	0.3139035709
171	0.1887064436	0.3138990694
172	0.1887358504	0.3138962613
173	0.1887725457	0.3138894446
174	0.1888294337	0.3138828308
175	0.1888702812	0.3138765184
176	0.1889054324	0.3138725592
177	0.1889626575	0.313866902
178	0.1890134432	0.3138628916
179	0.1890438744	0.3138427548
180	0.1890954536	0.3138388156
181	0.1891176691	0.3138242278
182	0.1891721509	0.3138187966
183	0.1892248679	0.3138121338
184	0.1892533781	0.3138054515
185	0.1892900412	0.313799326
186	0.1893083249	0.3137901923
187	0.189340524	0.3137848498
188	0.1893724882	0.3137801127
189	0.1894068953	0.3137726957
190	0.189430258	0.3137695167
191	0.1894956249	0.3137624498
192	0.1895563721	0.3137548878
193	0.1895671885	0.3137487804
194	0.1895854702	0.3137389515
195	0.1896476844	0.3137343554
196	0.1896857785	0.3137311202
197	0.1897435911	0.3137260513
198	0.1897987532	0.313721539
199	0.1898865759	0.3137154062
200	0.1899343065	0.313703233
201	0.189970813	0.31370028
202	0.1900033929	0.313691754
203	0.1900175642	0.3136822149
204	0.1900567625	0.3136779563
205	0.1900774587	0.3136722656
206	0.1901509406	0.3136624119
207	0.190193102	0.3136578723
208	0.1902390392	0.313651591
209	0.1902837942	0.3136372302
210	0.19030995	0.313629715
211	0.1903499701	0.313624377
212	0.1903694699	0.3136139801
213	0.1903846937	0.313604894
214	0.1904356644	0.3135967156
215	0.1904798325	0.3135909857
216	0.1905441023	0.3135856695
217	0.1905806339	0.3135793753
218	0.190593555	0.3135721998
219	0.1906458814	0.3135672911
220	0.1906739828	0.3135639159
221	0.1907117191	0.3135593137
222	0.1907432694	0.3135539188
223	0.1907831661	0.3135496003
224	0.1908336468	0.313541935
225	0.1908650865	0.3135352452
226	0.1908813123	0.3135307517
227	0.1909126047	0.3135273882
228	0.1909453987	0.3135114053
229	0.1909824406	0.3135077779
230	0.1910154701	0.3135036024
231	0.1910672249	0.3134982999
232	0.1911108918	0.313490602
233	0.1911703538	0.3134845426
234	0.191210689	0.3134770421
235	0.191241704	0.3134693572
236	0.1912781242	0.3134627298
237	0.1913078584	0.3134599139
238	0.1913237609	0.3134531879
239	0.1913356569	0.313446014
240	0.1913433505	0.3134346123
241	0.1913832487	0.3134304247
242	0.1914234146	0.3134262965
243	0.1914670375	0.3134208851
244	0.1915078699	0.3134153812
245	0.1915714962	0.3134107616
246	0.1916009944	0.3134069944
247	0.1916538338	0.3134022406
248	0.1916887377	0.3133968421
249	0.1917112134	0.3133937999
250	0.1917439091	0.3133873138
251	0.1917710916	0.313383338
252	0.1918257976	0.3133785864
253	0.1918804193	0.3133734708
254	0.1919276877	0.3133702287
255	0.1919643467	0.313361586
256	0.1920116804	0.3133557884
257	0.1920508406	0.3133466958
258	0.1920767896	0.3133435716
259	0.1921066022	0.3133414594
260	0.192143287	0.3133376457
261	0.1921774347	0.3133327707
262	0.1922201132	0.3133256532
263	0.1922509727	0.3133215505
264	0.1923025355	0.3133154102
265	0.1923500791	0.3133104668
266	0.1923842718	0.3133079637
267	0.1924189065	0.3133027313
268	0.1924442466	0.3132972913
269	0.1924760417	0.3132919157
270	0.1925464524	0.3132798123
271	0.1925831957	0.3132750429
272	0.1925989315	0.3132613755
273	0.1926206911	0.3132569396
274	0.1926523084	0.3132521293
275	0.1926972989	0.3132479373
276	0.1927322838	0.3132436897
277	0.1927802821	0.3132393722
278	0.1928300822	0.3132344005
279	0.1928550164	0.313231685
280	0.1928853364	0.3132282405
281	0.1929274766	0.3132236084
282	0.1929590464	0.3132206885
283	0.19298017	0.3132158478
284	0.1930131811	0.313209655
285	0.1930770227	0.3132048905
286	0.1931164903	0.3131996091
287	0.1931450106	0.3131908895
288	0.1931892656	0.3131848394
289	0.1932198869	0.3131814868
290	0.1932512719	0.3131774614
291	0.1932838414	0.3131705608
292	0.1933158762	0.3131660651
293	0.1933543485	0.3131619293
294	0.1934254969	0.3131570825
295	0.1934701654	0.3131509653
296	0.1935030784	0.3131469961
297	0.1935343652	0.3131393228
298	0.1935991201	0.3131328954
299	0.1936349752	0.3131289133
300	0.1936733029	0.3131247436
301	0.1937043219	0.3131196422
302	0.1937218788	0.3131144406
303	0.1937693862	0.3131089561
304	0.193791135	0.3131002261
305	0.193820754	0.3130969612
306	0.1938713421	0.3130923051
307	0.1939014093	0.3130880643
308	0.1939359099	0.3130842395
309	0.1939497064	0.3130791634
310	0.1939759703	0.3130759388
311	0.1940077875	0.313072276
312	0.1940299476	0.3130635953
313	0.1940798524	0.3130578827
314	0.1941126942	0.3130512952
315	0.1941632781	0.3130470051
316	0.1942158269	0.3130424066
317	0.1942538061	0.3130391687
318	0.1942837553	0.3130353647
319	0.1943244438	0.3130314531
320	0.1943663808	0.313027808
321	0.194413375	0.3130236678
322	0.1944502094	0.3130192202
323	0.1944999883	0.3130140767
324	0.1945460822	0.31300992
325	0.1945854603	0.3130063839
326	0.1945982896	0.3130045258
327	0.1946221852	0.3130005934
328	0.1946644571	0.3129964769
329	0.1946927557	0.31299315
330	0.1947368273	0.3129889357
331	0.1947770369	0.3129841008
332	0.1948031004	0.3129662793
333	0.1948202167	0.3129645721
334	0.1948737392	0.3129600033
335	0.1949181504	0.3129557987
336	0.1949473853	0.3129513912
337	0.1949695224	0.3129493505
338	0.1950227431	0.3129440553
339	0.195062017	0.3129389751
340	0.1950737958	0.3129299659
341	0.1950918768	0.3129249696
342	0.195107928	0.3129206415
343	0.1951267574	0.3129179876
344	0.195168039	0.3129132842
345	0.1952188612	0.3129095153
346	0.1952580598	0.3129054123
347	0.1952944443	0.312901942
348	0.1953239116	0.3128968375
349	0.195362424	0.3128942962
350	0.1954007166	0.3128906934
351	0.1954481226	0.3128870749
352	0.195468477	0.3128845323
353	0.1954968472	0.312877748
354	0.1955185369	0.3128740128
355	0.195546838	0.3128705041
356	0.1955788256	0.3128674493
357	0.1956140068	0.3128630382
358	0.1956358017	0.312860265
359	0.1956576532	0.3128557602
360	0.1956831001	0.3128502389
361	0.1957156455	0.3128474823
362	0.1957414364	0.31283659
363	0.1957813896	0.312831552
364	0.1957960124	0.312816756
365	0.1958337222	0.3128131444
366	0.1958793235	0.3128086476
367	0.1959062814	0.312803676
368	0.1959199681	0.3128012097
369	0.1959463103	0.312797629
370	0.1959848009	0.3127927569
371	0.1960147396	0.3127869037
372	0.1960397721	0.3127815663
373	0.1960821305	0.3127766918
374	0.1961152978	0.3127713815
375	0.1961590746	0.3127636406
376	0.1962054104	0.3127600118
377	0.1962232451	0.3127570214
378	0.196259567	0.3127519322
379	0.1962875514	0.3127486102
380	0.1963212169	0.3127458046
381	0.1963413007	0.3127418212
382	0.1963729048	0.3127327518
383	0.1964348734	0.3127283668
384	0.1964549462	0.3127248265
385	0.196493037	0.3127210924
386	0.1965560315	0.3127165885
387	0.1966166461	0.3127033876
388	0.1966509303	0.3127000607
389	0.1966868193	0.3126964256
390	0.1967128062	0.3126855462
391	0.1967270712	0.3126787687
392	0.196754211	0.3126751896
393	0.1967751124	0.3126679522
394	0.1968061435	0.3126648469
395	0.1968476485	0.31265983
396	0.1968891163	0.3126551326
397	0.1969283549	0.3126501143
398	0.1969448688	0.3126444968
399	0.1969773689	0.31264174
400	0.196995617	0.3126326394
401	0.1970351268	0.3126289645
402	0.1970801805	0.3126230514
403	0.1970954504	0.3126174589
404	0.1971264406	0.31261442
405	0.1971773378	0.3126096881
406	0.1972206303	0.3126059091
407	0.1972508067	0.3126025764
408	0.1972817482	0.3125994302
409	0.1973201912	0.312594642
410	0.1973393988	0.3125913294
411	0.1973665838	0.3125889432
412	0.197419574	0.3125848568
413	0.1974564339	0.3125805971
414	0.1974938585	0.3125766471
415	0.197516574	0.3125732564
416	0.1975585032	0.312569806
417	0.1975791131	0.312566467
418	0.1976018866	0.3125625295
419	0.1976302356	0.3125586285
420	0.1976462956	0.312554891
421	0.1976783277	0.3125515864
422	0.1977004793	0.3125460396
423	0.1977242996	0.312542163
424	0.1977622126	0.3125379841
425	0.19779559	0.31253441
426	0.1978160559	0.3125293444
427	0.197842327	0.312525495
428	0.1978685697	0.3125200773
429	0.1978860881	0.3125176676
430	0.1979103904	0.3125130503
431	0.1979441793	0.312508337
432	0.197966513	0.3125031434
433	0.1979989395	0.3124993354
434	0.1980415424	0.3124947026
435	0.1980687461	0.3124895606
436	0.198082338	0.3124847939
437	0.1981305402	0.3124758749
438	0.1981558346	0.3124694512
439	0.1981928438	0.3124646245
440	0.1982219629	0.3124602088
441	0.1982470118	0.3124565228
442	0.1982845247	0.3124517828
443	0.1983141131	0.3124480833
444	0.1983450561	0.3124448797
445	0.198370364	0.3124406135
446	0.1984062897	0.3124356007
447	0.1984486051	0.3124319642
448	0.1984707006	0.3124275595
449	0.198507461	0.3124238101
450	0.1985472553	0.3124180663
451	0.1985660298	0.3124103922
452	0.1986051971	0.3124062037
453	0.1986355793	0.3123999779
454	0.1986847948	0.3123954846
455	0.1987318949	0.312390527
456	0.198766069	0.3123860234
457	0.1987964927	0.3123829578
458	0.1988362911	0.3123786487
459	0.1988798644	0.3123740489
460	0.1989023946	0.3123712095
461	0.1989210209	0.3123375672
462	0.1989475656	0.3123345168
463	0.198978291	0.3123305947
464	0.1990132186	0.3123260719
465	0.1990352324	0.3123217568
466	0.1990762627	0.3123165829
467	0.1991114923	0.3123054835
468	0.199121809	0.3123038909
469	0.1991362195	0.3123014504
470	0.1991834464	0.3122969384
471	0.1992193016	0.3122930555
472	0.1992469221	0.3122881877
473	0.1992744557	0.312283217
474	0.1993077889	0.3122796469
475	0.1993304083	0.3122753477
476	0.1993709396	0.3122707738
477	0.1993935702	0.3122670206
478	0.1994082302	0.3122603177
479	0.1994294243	0.3122545666
480	0.1994571662	0.3122515305
481	0.1994895536	0.3122477597
482	0.1995222402	0.3122440893
483	0.1995553949	0.3122394032
484	0.1995878964	0.3122344823
485	0.1996292868	0.3122298406
486	0.1996704883	0.3122256542
487	0.199714155	0.312222287
488	0.199747737	0.3122193012
489	0.1997651777	0.3122164124
490	0.1997902782	0.312212846
491	0.1998188584	0.3122092248
492	0.1998599536	0.3122041999
493	0.1998823205	0.3122007053
494	0.1998980047	0.3121971624
495	0.1999363854	0.3121921606
496	0.199965137	0.3121883148
497	0.1999930256	0.3121854939
498	0.2000443487	0.3121804129
499	0.2000760862	0.3121774953
500	0.2001205221	0.3121735138
501	0.2001398394	0.3121700192
502	0.200174715	0.3121650324
503	0.200206562	0.3121613741
504	0.200229319	0.3121586702
505	0.2002522027	0.3121451281
506	0.2002697664	0.3121395496
507	0.2002922947	0.3121364606
508	0.2003125212	0.3121330593
509	0.2003460368	0.3121291009
510	0.200372789	0.3121252245
511	0.2003940098	0.3121216114
512	0.2004184477	0.3121160385
513	0.2004520541	0.3121106222
514	0.2004859215	0.3121052055
515	0.2005136014	0.3121006672
516	0.2005583737	0.3120969992
517	0.2005825589	0.3120947723
518	0.2006008474	0.3120914524
519	0.2006330226	0.3120885012
520	0.2006512861	0.312084385
521	0.2006852396	0.3120808316
522	0.2007340953	0.312075918
523	0.2007594999	0.312072731
524	0.2007887831	0.3120672147
525	0.2008167966	0.3120632222
526	0.2008450624	0.3120610144
527	0.2008741796	0.312055763
528	0.2009043459	0.31205242
529	0.2009552317	0.3120482723
530	0.2009891258	0.3120435618
531	0.2010122695	0.3120408267
532	0.2010406966	0.3120380612
533	0.2010724878	0.3120352266
534	0.2010953926	0.3120328185
535	0.2011379728	0.3120292612
536	0.2011584331	0.3120258712
537	0.2011856244	0.3120217514
538	0.2012233388	0.312018573
539	0.2012310155	0.3120152445
540	0.2012768804	0.3120112499
541	0.2013058199	0.3120064841
542	0.2013232862	0.3120025942
543	0.2013434168	0.3119996939
544	0.2013669285	0.3119972509
545	0.2014000492	0.3119925217
546	0.2014277668	0.3119882281
547	0.2014530181	0.3119839929
548	0.2014799493	0.3119814649
549	0.2015104531	0.3119780221
550	0.2015268368	0.3119726176
551	0.2015495754	0.3119698966
552	0.2015754767	0.3119675193
553	0.2016055241	0.3119624499
554	0.2016322535	0.3119595338
555	0.2016592518	0.3119563835
556	0.2016819545	0.3119537365
557	0.2017068223	0.3119516907
558	0.2017335783	0.3119488916
559	0.2017626305	0.3119459082
560	0.2018035785	0.311941997
561	0.2018198148	0.3119377588
562	0.2018470286	0.3119333288
563	0.2018708454	0.311930251
564	0.2019018551	0.3119259775
565	0.2019414141	0.3119214523
566	0.2019776696	0.3119173523
567	0.2019995696	0.3119137488
568	0.2020296202	0.3119097423
569	0.2020415655	0.31190627
570	0.2020886342	0.3119025059
571	0.2021289204	0.3118986521
572	0.2021572855	0.3118962449
573	0.202192274	0.3118900186
574	0.2022059918	0.3118859666
575	0.2022402988	0.3118806568
576	0.2022804713	0.3118763753
577	0.2023107281	0.3118725233
578	0.202341813	0.3118692076
579	0.2023636669	0.3118650551
580	0.202392778	0.3118618235
581	0.202419145	0.3118589657
582	0.2024523498	0.3118554905
583	0.2024800597	0.3118521683
584	0.202501016	0.311846869
585	0.2025164244	0.3118416266
586	0.2025391684	0.3118389785
587	0.2025610541	0.3118349737
588	0.2025936884	0.3118322
589	0.2026180722	0.3118288943
590	0.2026467371	0.3118253917
591	0.2026782328	0.3118220437
592	0.2027121345	0.3118190538
593	0.2027278679	0.3118118527
594	0.2027644024	0.3118079298
595	0.2027841714	0.3118038182
596	0.2028014784	0.3118015704
597	0.20285223	0.311796523
598	0.2028956948	0.311792397
599	0.2029172267	0.3117896943
600	0.20293564	0.3117882471
601	0.2029569561	0.3117851999
602	0.2030031527	0.3117808645
603	0.2030220506	0.3117782098
604	0.2030577593	0.3117749804
605	0.2030803767	0.3117703338
606	0.2031085219	0.3117665537
607	0.2031258992	0.3117631163
608	0.20315824	0.3117585831
609	0.2032049288	0.3117545744
610	0.2032365807	0.3117511538
611	0.2032627871	0.3117478992
612	0.2033088107	0.3117438459
613	0.2033357056	0.3117394873
614	0.2033565439	0.3117366162
615	0.2033811366	0.3117325651
616	0.203403857	0.3117307844
617	0.2034273147	0.3117275369
618	0.2034485569	0.3117238557
619	0.2034816541	0.3117205858
620	0.203505362	0.3117177046
621	0.2035354235	0.3117135139
622	0.2035567249	0.3117011764
623	0.2036093024	0.3116970954
624	0.2036588301	0.311692484
625	0.2036890237	0.3116880367
626	0.2037256171	0.3116839021
627	0.20374691	0.3116798148
628	0.203775181	0.3116759531
629	0.2038058358	0.31167313
630	0.2038136631	0.3116682454
631	0.2038286218	0.3116574462
632	0.2038617122	0.3116522518
633	0.2038846818	0.3116468252
634	0.2039155659	0.3116430439
635	0.2039470391	0.3116385895
636	0.2039764108	0.3116354889
637	0.2039952612	0.311632145
638	0.204027197	0.3116288885
639	0.204059573	0.3116259251
640	0.2040859234	0.3116224571
641	0.2040983674	0.311617713
642	0.2041113895	0.311614814
643	0.2041288941	0.3116098269
644	0.2041611879	0.3116055326
645	0.2042002781	0.3116025061
646	0.204221656	0.3115980232
647	0.2042381422	0.3115814906
648	0.204258533	0.3115762242
649	0.2043107859	0.3115705832
650	0.2043360013	0.3115675808
651	0.2043665105	0.3115647115
652	0.2044088583	0.3115587695
653	0.2044187591	0.3115522392
654	0.2044565009	0.311548587
655	0.2045102273	0.3115440324
656	0.204532401	0.3115398684
657	0.2045630344	0.3115362019
658	0.204594083	0.3115335041
659	0.2046067304	0.3115290738
660	0.2046249521	0.3115259931
661	0.2046436208	0.3115237405
662	0.2046621583	0.3115200742
663	0.2047014045	0.3115164822
664	0.2047235887	0.311512543
665	0.2047507919	0.3115096541
666	0.2047833322	0.3115063631
667	0.2048232548	0.3115026479
668	0.2048409435	0.3114998539
669	0.2048741294	0.311496354
670	0.2049179468	0.3114918436
671	0.2049557445	0.3114882018
672	0.2049935803	0.3114837268
673	0.205011695	0.3114801928
674	0.2050426703	0.3114761148
675	0.2050716689	0.3114711358
676	0.2051018549	0.3114682824
677	0.205128051	0.3114650438
678	0.2051592453	0.3114599752
679	0.2052061889	0.3114552112
680	0.2052321566	0.3114528645
681	0.2052642869	0.3114482645
682	0.2052819159	0.3114466408
683	0.205298686	0.3114440165
684	0.2053304062	0.3114389962
685	0.2053525271	0.3114347033
686	0.2053800989	0.311431531
687	0.2054024082	0.3114300466
688	0.2054459691	0.3114258768
689	0.2054628643	0.3114230457
690	0.2055013252	0.3114193084
691	0.205524783	0.3114144321
692	0.2055389132	0.3114106427
693	0.2055547629	0.3114048416
694	0.2055719623	0.3114013621
695	0.2055905979	0.3113991997
696	0.2056142745	0.311395907
697	0.2056398819	0.3113930532
698	0.2056775055	0.3113894622
699	0.2057125514	0.3113858364
700	0.2057363072	0.3113823856
701	0.2057708934	0.3113771309
702	0.2057993922	0.3113732011
703	0.2058181337	0.3113700694
704	0.2058426005	0.3113672064
705	0.2058638433	0.3113641754
706	0.205891462	0.3113610881
707	0.2059214416	0.3113576289
708	0.2059465429	0.3113546396
709	0.2059770715	0.3113509187
710	0.2060003928	0.3113485478
711	0.2060178965	0.3113444062
712	0.2060521709	0.3113412819
713	0.2060652066	0.3113393756
714	0.2060984289	0.311335825
715	0.2061381436	0.3113322624
716	0.2061575881	0.3113289181
717	0.2061788703	0.3113256996
718	0.2062074005	0.3113113201
719	0.2062350355	0.3113089439
720	0.2062524907	0.3113031234
721	0.2062882094	0.3113005882
722	0.2063196913	0.3112977857
723	0.2063434998	0.311295374
724	0.2063708841	0.3112919566
725	0.2064010588	0.3112884368
726	0.206422256	0.3112802811
727	0.2064469445	0.3112766685
728	0.2064731593	0.311273276
729	0.2065044105	0.3112693569
730	0.2065289451	0.3112652076
731	0.2065555168	0.3112617794
732	0.2065851054	0.3112588665
733	0.2066103568	0.3112562332
734	0.2066470724	0.311253098
735	0.2066761046	0.3112491397
736	0.2066978814	0.3112421181
737	0.2067210679	0.3112386672
738	0.2067574622	0.3112350157
739	0.2067674357	0.3112344704
740	0.2068078298	0.3112315317
741	0.2068216128	0.3112266876
742	0.2068490101	0.31122251
743	0.2068885584	0.3112180451
744	0.2069095289	0.3112140349
745	0.206934654	0.3112113351
746	0.2069507712	0.3112093962
747	0.2069864468	0.311204278
748	0.2070044438	0.3112020805
749	0.2070387057	0.3111991758
750	0.2070653609	0.3111925789
751	0.2070975115	0.3111888901
752	0.2071218187	0.3111856382
753	0.2071525726	0.3111814417
754	0.2071802896	0.3111771245
755	0.2072046413	0.3111738544
756	0.2072308639	0.3111702778
757	0.2072499208	0.3111635658
758	0.2072829226	0.3111593434
759	0.2073181081	0.3111556683
760	0.207342606	0.3111527229
761	0.2073681328	0.3111492714
762	0.2074013073	0.3111450989
763	0.207430967	0.3111412783
764	0.2074686175	0.3111385118
765	0.2074930007	0.3111353166
766	0.2075383097	0.3111310677
767	0.2075776809	0.3111271844
768	0.2076148077	0.3111237798
769	0.2076384202	0.3111200344
770	0.2076608641	0.311117766
771	0.2076828473	0.3111152549
772	0.2077174861	0.3111113763
773	0.2077430912	0.3111086974
774	0.2077646542	0.3111050551
775	0.2077876487	0.3111021207
776	0.2078103887	0.31109921
777	0.2078359003	0.3110950995
778	0.2078525762	0.3110931293
779	0.2078784431	0.3110893083
780	0.2078929318	0.3110864321
781	0.20790852	0.3110839447
782	0.2079341574	0.3110794266
783	0.2079616702	0.3110755393
784	0.2079898876	0.311071424
785	0.2080121376	0.3110693083
786	0.2080372907	0.3110663715
787	0.208054946	0.3110646144
788	0.2081092986	0.3110601074
789	0.2081379445	0.3110569435
790	0.2081465219	0.3110527584
791	0.2081632577	0.3110508388
792	0.2081700231	0.3110499605
793	0.2082055714	0.3110460962
794	0.2082324634	0.3110419881
795	0.2082618748	0.3110393653
796	0.2082832318	0.3110370117
797	0.2083030603	0.3110227831
798	0.2083214968	0.3110199792
799	0.2083454634	0.3110163955
800	0.2083631229	0.311013238
801	0.2083902459	0.3110103701
802	0.2084063557	0.3110081155
803	0.2084449182	0.3110036461
804	0.2084662495	0.3109997506
805	0.2084919662	0.3109967621
806	0.2085170684	0.3109915908
807	0.2085418062	0.310987156
808	0.2085732256	0.3109843307
809	0.2085943265	0.310981703
810	0.2086137927	0.3109793525
811	0.2086305543	0.3109768041
812	0.2086565702	0.31097425
813	0.2086870041	0.3109713402
814	0.2087057859	0.3109668965
815	0.2087325429	0.310962879
816	0.2087556004	0.3109596085
817	0.2087848212	0.3109563014
818	0.2088109004	0.3109539192
819	0.2088446539	0.3109507032
820	0.2088643689	0.3109455231
821	0.2088957135	0.3109420767
822	0.2089288504	0.3109390531
823	0.2089579087	0.3109361687
824	0.2089855623	0.3109338192
825	0.2090133047	0.3109299018
826	0.2090378728	0.3109269398
827	0.2090631179	0.3109230785
828	0.2090927443	0.3109194112
829	0.2091284098	0.3109158061
830	0.2091502744	0.3109114583
831	0.2091769497	0.3109064907
832	0.2092039132	0.3109026933
833	0.2092329416	0.310899372
834	0.2092670211	0.310895516
835	0.2092939958	0.3108930811
836	0.2093203498	0.3108909645
837	0.2093622355	0.31088613
838	0.2094036337	0.3108816823
839	0.2094387216	0.3108774932
840	0.2094821087	0.3108730856
841	0.2094901775	0.3108711318
842	0.2095254825	0.3108663774
843	0.2095486262	0.3108628822
844	0.209570959	0.3108606099
845	0.209582153	0.3108593453
846	0.2096077552	0.3108548659
847	0.2096391384	0.3108502713
848	0.2096878449	0.3108464759
849	0.209709945	0.3108429843
850	0.2097423688	0.3108388294
851	0.2097662386	0.3108357686
852	0.2098131432	0.310831087
853	0.2098383256	0.310826963
854	0.2098625943	0.3108241645
855	0.2099032247	0.3108202231
856	0.2099305914	0.3108174684
857	0.2099699756	0.3108131014
858	0.2099865252	0.3108105244
859	0.2100022495	0.3108070357
860	0.2100231199	0.3108040987
861	0.2100401087	0.3108024934
862	0.2100597147	0.3107988037
863	0.2100910834	0.3107949423
864	0.2101175171	0.3107916818
865	0.2101397726	0.3107889267
866	0.2101492255	0.3107864569
867	0.2101880335	0.3107819469
868	0.2102062214	0.3107775221
869	0.2102363752	0.3107742977
870	0.2102639454	0.310771241
871	0.2103081348	0.3107657153
872	0.2103275746	0.310762272
873	0.2103580305	0.3107591289
874	0.2103922414	0.3107557454
875	0.2104171675	0.3107528332
876	0.2104576174	0.3107488545
877	0.210485786	0.3107457452
878	0.2105216029	0.3107413301
879	0.2105543559	0.3107377159
880	0.2105731308	0.3107326057
881	0.2105914781	0.3107299753
882	0.2106270418	0.3107263476
883	0.210643677	0.3107225944
884	0.2106617299	0.3107206873
